25000 1.27542714405
50000 1.23644752018
75000 1.2236961795
100000 1.23433849662
125000 1.22946204218
150000 1.2166248719
175000 1.25101446963
200000 1.1765264077
225000 1.20238217893
250000 1.3197463043
275000 1.23156395293
300000 1.18368893553
325000 1.26113067293
350000 1.21400301305
375000 1.2674094485
400000 1.23740955398
425000 1.23575838035
450000 1.22347664051
475000 1.25401739308
500000 1.25197558897
525000 1.25114386393
550000 1.2621041102
575000 1.28232431861
600000 1.23067786614
625000 1.29089477001
650000 1.28126176955
675000 1.2770274022
700000 1.27430854708
725000 1.27606595126
750000 1.24599958939
775000 1.28896705297
800000 1.31649159457
825000 1.26756228149
850000 1.31356589344
875000 1.3237350167
900000 1.31552929103
925000 1.31962019608
950000 1.27387563008
975000 1.33032044096
1000000 1.3241289961
1025000 1.3115317567
1050000 1.33793791025
1075000 1.32846022157
1100000 1.33167590803
1125000 1.33855493561
1150000 1.32879408114
1175000 1.32303819919
1200000 1.33665906499
1225000 1.3369373435
1250000 1.34285393057
1275000 1.33653630754
1300000 1.36608797467
1325000 1.35910322649
1350000 1.39730074932
1375000 1.3553621613
1400000 1.35658532804
1425000 1.31817710726
1450000 1.34715733478
1475000 1.33509189094
1500000 1.31102397558
1525000 1.36928800726
1550000 1.30534311729
1575000 1.33971491493
1600000 1.35243077638
1625000 1.40478912043
1650000 1.32183981196
1675000 1.30905207543
1700000 1.4172830782
1725000 1.42291776296
1750000 1.37298551764
1775000 1.3590099468
1800000 1.36545704663
1825000 1.32023568085
1850000 1.31996521421
1875000 1.3387529227
1900000 1.31367047828
1925000 1.36729250562
1950000 1.31625718766
1975000 1.3149657344
2000000 1.33575766791
