ScapegoatTree FIND 25000 0.022732 2065092 1.14175
ScapegoatTree FIND 50000 0.053947 4426569 1.14468
ScapegoatTree FIND 75000 0.085632 6918302 1.14938
ScapegoatTree FIND 100000 0.123857 9425167 1.14468
ScapegoatTree FIND 125000 0.172614 12080957 1.15123
ScapegoatTree FIND 150000 0.231623 14629731 1.14393
ScapegoatTree FIND 175000 0.295353 17462999 1.15528
ScapegoatTree FIND 200000 0.354596 20008829 1.14543
ScapegoatTree FIND 225000 0.427028 22811655 1.14962
ScapegoatTree FIND 250000 0.509355 25392269 1.14187
ScapegoatTree FIND 275000 0.581332 28291088 1.14775
ScapegoatTree FIND 300000 0.663455 31010019 1.14519
ScapegoatTree FIND 325000 0.742992 33819645 1.14548
ScapegoatTree FIND 350000 0.8202 37133343 1.16109
ScapegoatTree FIND 375000 0.864677 39331830 1.14158
ScapegoatTree FIND 400000 0.951921 42312703 1.14552
ScapegoatTree FIND 425000 1.0468 45426065 1.15201
ScapegoatTree FIND 450000 1.10283 48024821 1.14518
ScapegoatTree FIND 475000 1.18788 50933638 1.14582
ScapegoatTree FIND 500000 1.27906 53916540 1.14778
ScapegoatTree FIND 525000 1.37361 56966562 1.1507
ScapegoatTree FIND 550000 1.43964 59883266 1.15052
ScapegoatTree FIND 575000 1.53366 63063800 1.15501
ScapegoatTree FIND 600000 1.61983 65600302 1.14773
ScapegoatTree FIND 625000 1.80293 68698836 1.15021
ScapegoatTree FIND 650000 1.84727 71473247 1.14735
ScapegoatTree FIND 675000 1.99718 74459462 1.14774
ScapegoatTree FIND 700000 1.96397 78063565 1.15715
ScapegoatTree FIND 725000 2.10324 80355712 1.14701
ScapegoatTree FIND 750000 2.16257 83397331 1.14786
ScapegoatTree FIND 775000 2.25162 86449106 1.14862
ScapegoatTree FIND 800000 2.35111 89411804 1.14818
ScapegoatTree FIND 825000 2.58999 92405834 1.14808
ScapegoatTree FIND 850000 2.60719 94900027 1.14188
ScapegoatTree FIND 875000 2.63777 98332064 1.1469
ScapegoatTree FIND 900000 2.7456 101708617 1.15096
ScapegoatTree FIND 925000 2.82194 104310738 1.14615
ScapegoatTree FIND 950000 2.94395 107514622 1.14805
ScapegoatTree FIND 975000 3.045 110796628 1.15061
ScapegoatTree FIND 1000000 3.12175 113444935 1.14653
ScapegoatTree FIND 1025000 3.2454 117207231 1.1536
ScapegoatTree FIND 1050000 3.53704 120036199 1.15128
ScapegoatTree FIND 1075000 3.44574 122465840 1.14527
ScapegoatTree FIND 1100000 3.50552 126418153 1.15349
ScapegoatTree FIND 1125000 3.70053 128542829 1.1449
ScapegoatTree FIND 1150000 3.71489 132004260 1.1484
ScapegoatTree FIND 1175000 3.88186 134947237 1.14721
ScapegoatTree FIND 1200000 3.94917 138080821 1.14766
ScapegoatTree FIND 1225000 4.03231 141707704 1.1521
ScapegoatTree FIND 1250000 4.16708 143602970 1.14244
ScapegoatTree FIND 1275000 4.22452 148153067 1.1539
ScapegoatTree FIND 1300000 4.3561 149904524 1.14353
ScapegoatTree FIND 1325000 4.49523 154371171 1.15376
ScapegoatTree FIND 1350000 4.56863 156211220 1.14438
ScapegoatTree FIND 1375000 4.66705 159109408 1.14295
ScapegoatTree FIND 1400000 4.84317 163545325 1.15234
ScapegoatTree FIND 1425000 4.85397 166223022 1.14919
ScapegoatTree FIND 1450000 4.93949 169310511 1.14898
ScapegoatTree FIND 1475000 5.05547 171871705 1.14517
ScapegoatTree FIND 1500000 5.16151 175183094 1.14644
ScapegoatTree FIND 1525000 5.27431 177992290 1.14436
ScapegoatTree FIND 1550000 5.38466 181824453 1.14882
ScapegoatTree FIND 1575000 5.53664 185415006 1.1516
ScapegoatTree FIND 1600000 5.67033 187425033 1.14463
ScapegoatTree FIND 1625000 5.77702 191554540 1.15063
ScapegoatTree FIND 1650000 5.87974 194617375 1.15001
ScapegoatTree FIND 1675000 6.00251 196823807 1.14452
ScapegoatTree FIND 1700000 6.09942 199602402 1.14244
ScapegoatTree FIND 1725000 6.14697 205588567 1.15844
ScapegoatTree FIND 1750000 6.31818 207602536 1.15189
ScapegoatTree FIND 1775000 6.46203 209747066 1.14631
ScapegoatTree FIND 1800000 6.5627 213146078 1.14757
ScapegoatTree FIND 1825000 6.69642 216529326 1.14868
ScapegoatTree FIND 1850000 6.73923 220031909 1.15042
ScapegoatTree FIND 1875000 6.9619 222881318 1.14867
ScapegoatTree FIND 1900000 6.94566 226608652 1.15147
ScapegoatTree FIND 1925000 7.17305 229566036 1.15031
ScapegoatTree FIND 1950000 7.19096 233585692 1.15443
ScapegoatTree FIND 1975000 7.30574 235786893 1.14951
ScapegoatTree FIND 2000000 7.03428 238604616 1.14772
