25000 1.13526738902
50000 1.3017825935
75000 1.37650484265
100000 1.33687599315
125000 1.26768572392
150000 1.30788719548
175000 1.29473980033
200000 1.28933181153
225000 1.32848755941
250000 1.42039879074
275000 1.3985098852
300000 1.49623201596
325000 1.52537908506
350000 1.62408241197
375000 1.65679491268
400000 1.69331861509
425000 1.66833111484
450000 1.67752713829
475000 1.78337047485
500000 1.68670629409
525000 1.72665803967
550000 1.70224390437
575000 1.53809091081
600000 1.62262731927
625000 1.72870643677
650000 1.63886510469
675000 1.62014198876
700000 1.8702458222
725000 2.04192793304
750000 1.90404503385
775000 1.63751984166
800000 1.83504820949
825000 1.80631673082
850000 1.87009218662
875000 1.79404587604
900000 1.86127433666
925000 1.86935935334
950000 1.94221057963
975000 1.87895687691
1000000 2.01168803706
1025000 2.01117972445
1050000 2.07892809542
1075000 1.95336363156
1100000 1.87766813303
1125000 1.8465785135
1150000 1.96577034884
1175000 1.95972503988
1200000 1.85736032939
1225000 1.92556521739
1250000 1.84917676636
1275000 1.94205305685
1300000 1.90107053769
1325000 1.95872640303
1350000 1.97515999816
1375000 1.99586507993
1400000 1.82895135832
1425000 1.84854273483
1450000 1.95808229636
1475000 1.88303016486
1500000 1.86750524109
1525000 1.98844304441
1550000 1.98475476219
1575000 1.89845299484
1600000 2.01110373462
1625000 1.9680547167
1650000 2.04420697354
1675000 1.93323792339
1700000 2.00977645531
1725000 2.02527732855
1750000 2.06537967542
1775000 1.96391071854
1800000 1.96816527318
1825000 2.11826147278
1850000 2.16429999817
1875000 2.06204865135
1900000 2.01023392788
1925000 2.07706532312
1950000 2.02744783341
1975000 2.00936294703
2000000 1.95225334297
