I: epsilon = 0.6 for ScapegoatTree, TodoList, and LinkedTodoList
TodoList2 ADD 1000000 2.71757 24275260 1.22669
TodoList2 FIND 906086 2.4805 133318116 1.34738
I: epsilon = 0.29 for ScapegoatTree, TodoList, and LinkedTodoList
TodoList2 ADD 1000000 2.75071 24091566 1.2174
TodoList2 FIND 906086 2.56161 133029184 1.34446
I: epsilon = 0.28 for ScapegoatTree, TodoList, and LinkedTodoList
TodoList2 ADD 1000000 2.88218 23837259 1.20455
TodoList2 FIND 906086 2.56562 132755120 1.34169
I: epsilon = 0.27 for ScapegoatTree, TodoList, and LinkedTodoList
TodoList2 ADD 1000000 3.14781 23546753 1.18987
TodoList2 FIND 906086 2.5229 123445858 1.2476
I: epsilon = 0.26 for ScapegoatTree, TodoList, and LinkedTodoList
TodoList2 ADD 1000000 2.83475 23432479 1.1841
TodoList2 FIND 906086 2.52721 118747358 1.20012
I: epsilon = 0.25 for ScapegoatTree, TodoList, and LinkedTodoList
TodoList2 ADD 1000000 3.02437 23276277 1.17621
TodoList2 FIND 906086 2.52093 124211369 1.25534
I: epsilon = 0.24 for ScapegoatTree, TodoList, and LinkedTodoList
TodoList2 ADD 1000000 3.11668 23026238 1.16357
TodoList2 FIND 906086 2.48827 128379589 1.29747
I: epsilon = 0.23 for ScapegoatTree, TodoList, and LinkedTodoList
TodoList2 ADD 1000000 3.41304 22784079 1.15133
TodoList2 FIND 906086 2.41441 128073663 1.29437
I: epsilon = 0.22 for ScapegoatTree, TodoList, and LinkedTodoList
TodoList2 ADD 1000000 3.24601 22627217 1.14341
TodoList2 FIND 906086 2.44029 119582536 1.20856
I: epsilon = 0.21 for ScapegoatTree, TodoList, and LinkedTodoList
TodoList2 ADD 1000000 3.27857 22494706 1.13671
TodoList2 FIND 906086 2.40072 119215590 1.20485
I: epsilon = 0.2 for ScapegoatTree, TodoList, and LinkedTodoList
TodoList2 ADD 1000000 3.53305 22312452 1.1275
TodoList2 FIND 906086 2.43251 114827447 1.1605
I: epsilon = 0.19 for ScapegoatTree, TodoList, and LinkedTodoList
TodoList2 ADD 1000000 3.68169 22073623 1.11543
TodoList2 FIND 906086 2.41762 123706248 1.25023
I: epsilon = 0.18 for ScapegoatTree, TodoList, and LinkedTodoList
TodoList2 ADD 1000000 3.61413 21926069 1.10798
TodoList2 FIND 906086 2.36212 118948677 1.20215
I: epsilon = 0.17 for ScapegoatTree, TodoList, and LinkedTodoList
TodoList2 ADD 1000000 3.8222 21772486 1.10022
TodoList2 FIND 906086 2.34881 118408906 1.1967
I: epsilon = 0.16 for ScapegoatTree, TodoList, and LinkedTodoList
TodoList2 ADD 1000000 3.92889 21625476 1.09279
