RedBlackTree ADD 25000 0.005279 362529 1.00218
RedBlackTree ADD 50000 0.012532 773387 0.999965
RedBlackTree ADD 75000 0.02129 1208117 1.00356
RedBlackTree ADD 100000 0.032591 1652939 1.00374
RedBlackTree ADD 125000 0.043204 2105801 1.00334
RedBlackTree ADD 150000 0.053475 2566980 1.00359
RedBlackTree ADD 175000 0.063671 3034775 1.00384
RedBlackTree ADD 200000 0.082728 3511385 1.00506
RedBlackTree ADD 225000 0.091985 3994338 1.0065
RedBlackTree ADD 250000 0.102748 4470158 1.0051
RedBlackTree ADD 275000 0.117226 4948596 1.00381
RedBlackTree ADD 300000 0.131455 5437459 1.00402
RedBlackTree ADD 325000 0.14998 5931861 1.00457
RedBlackTree ADD 350000 0.159706 6460326 1.01001
RedBlackTree ADD 375000 0.175499 6922373 1.00459
RedBlackTree ADD 400000 0.190701 7428502 1.00555
RedBlackTree ADD 425000 0.210306 7949560 1.00801
RedBlackTree ADD 450000 0.227192 8460823 1.00877
RedBlackTree ADD 475000 0.243546 8960788 1.00792
RedBlackTree ADD 500000 0.257487 9466925 1.00766
RedBlackTree ADD 525000 0.274 9985610 1.00852
RedBlackTree ADD 550000 0.282764 10459698 1.00479
RedBlackTree ADD 575000 0.299382 10990017 1.00641
RedBlackTree ADD 600000 0.317916 11478335 1.00412
RedBlackTree ADD 625000 0.333431 12020377 1.00627
RedBlackTree ADD 650000 0.344791 12531797 1.00585
RedBlackTree ADD 675000 0.369885 13069483 1.00728
RedBlackTree ADD 700000 0.386972 13600386 1.008
RedBlackTree ADD 725000 0.403423 14093104 1.00583
RedBlackTree ADD 750000 0.423916 14628781 1.00673
RedBlackTree ADD 775000 0.440278 15158910 1.00705
RedBlackTree ADD 800000 0.460221 15707454 1.00854
RedBlackTree ADD 825000 0.479055 16228176 1.00812
RedBlackTree ADD 850000 0.485746 16748796 1.00764
RedBlackTree ADD 875000 0.502235 17296815 1.00871
RedBlackTree ADD 900000 0.51841 17777634 1.00588
RedBlackTree ADD 925000 0.5412 18333343 1.00722
RedBlackTree ADD 950000 0.555441 18848916 1.00635
RedBlackTree ADD 975000 0.578404 19428779 1.00882
RedBlackTree ADD 1000000 0.591261 19912405 1.00622
RedBlackTree ADD 1025000 0.61605 20449319 1.00635
RedBlackTree ADD 1050000 0.62979 21019002 1.00798
RedBlackTree ADD 1075000 0.658048 21585894 1.00933
RedBlackTree ADD 1100000 0.668479 22109907 1.00869
RedBlackTree ADD 1125000 0.711574 22699988 1.01092
RedBlackTree ADD 1150000 0.709361 23171719 1.00794
RedBlackTree ADD 1175000 0.726736 23730055 1.00867
RedBlackTree ADD 1200000 0.750236 24230622 1.00696
RedBlackTree ADD 1225000 0.793187 24786167 1.00757
RedBlackTree ADD 1250000 0.781416 25301832 1.00645
RedBlackTree ADD 1275000 0.838909 25895650 1.00845
RedBlackTree ADD 1300000 0.821628 26375974 1.00603
RedBlackTree ADD 1325000 0.864555 26955483 1.00732
RedBlackTree ADD 1350000 0.895861 27593865 1.01074
RedBlackTree ADD 1375000 0.919556 28142533 1.0108
RedBlackTree ADD 1400000 0.937833 28602883 1.00768
RedBlackTree ADD 1425000 0.946337 29100250 1.00593
RedBlackTree ADD 1450000 0.980625 29791827 1.01087
RedBlackTree ADD 1475000 1.00178 30266446 1.00832
RedBlackTree ADD 1500000 1.00457 30927918 1.012
RedBlackTree ADD 1525000 1.01519 31309560 1.00649
RedBlackTree ADD 1550000 1.02237 31879493 1.00712
RedBlackTree ADD 1575000 1.07141 32524950 1.01005
RedBlackTree ADD 1600000 1.07459 33071370 1.00986
RedBlackTree ADD 1625000 1.08438 33612272 1.00951
RedBlackTree ADD 1650000 1.10665 34170693 1.00959
RedBlackTree ADD 1675000 1.1551 34770480 1.01094
RedBlackTree ADD 1700000 1.16041 35231217 1.00824
RedBlackTree ADD 1725000 1.17061 35806380 1.0088
RedBlackTree ADD 1750000 1.33368 36362134 1.00879
RedBlackTree ADD 1775000 1.26402 37033821 1.01198
RedBlackTree ADD 1800000 1.23689 37348259 1.00541
RedBlackTree ADD 1825000 1.40663 38006992 1.00813
RedBlackTree ADD 1850000 1.43633 38518883 1.00696
RedBlackTree ADD 1875000 1.29545 39253613 1.01151
RedBlackTree ADD 1900000 1.33518 39799825 1.01118
RedBlackTree ADD 1925000 1.40046 40298753 1.00965
RedBlackTree ADD 1950000 1.41732 40967208 1.01234
RedBlackTree ADD 1975000 1.41819 41440019 1.01014
RedBlackTree ADD 2000000 1.40301 42014654 1.01048
