TodoList2 FIND 25000 0.016331 2213302 1.22369
TodoList2 FIND 50000 0.043499 4994283 1.29149
TodoList2 FIND 75000 0.075016 8190446 1.36073
TodoList2 FIND 100000 0.123391 11400196 1.38454
TodoList2 FIND 125000 0.159988 14296290 1.36234
TodoList2 FIND 150000 0.206622 17428818 1.3628
TodoList2 FIND 175000 0.261189 20750888 1.3728
TodoList2 FIND 200000 0.294411 23540607 1.34761
TodoList2 FIND 225000 0.383714 26872630 1.35428
TodoList2 FIND 250000 0.439423 30640081 1.37787
TodoList2 FIND 275000 0.489207 32935755 1.33618
TodoList2 FIND 300000 0.544253 34174443 1.26206
TodoList2 FIND 325000 0.59376 38416191 1.30116
TodoList2 FIND 350000 0.628456 38176734 1.19371
TodoList2 FIND 375000 0.706833 40649313 1.17982
TodoList2 FIND 400000 0.758094 47940485 1.29788
TodoList2 FIND 425000 0.832711 50718529 1.28623
TodoList2 FIND 450000 0.92171 55576555 1.32526
TodoList2 FIND 475000 0.960828 60856458 1.36904
TodoList2 FIND 500000 1.02578 63269748 1.34689
TodoList2 FIND 525000 1.05159 65958718 1.33233
TodoList2 FIND 550000 1.13702 66810707 1.28361
TodoList2 FIND 575000 1.21746 67875827 1.24315
TodoList2 FIND 600000 1.25724 74763000 1.30804
TodoList2 FIND 625000 1.32639 78010121 1.30611
TodoList2 FIND 650000 1.44479 82414938 1.32299
TodoList2 FIND 675000 1.48408 87656662 1.35116
TodoList2 FIND 700000 1.55479 90836249 1.34648
TodoList2 FIND 725000 1.61863 86974578 1.24149
TodoList2 FIND 750000 1.70002 94055571 1.29456
TodoList2 FIND 775000 1.78057 96472457 1.28179
TodoList2 FIND 800000 1.81926 105672497 1.35699
TodoList2 FIND 825000 1.87218 106427839 1.32229
TodoList2 FIND 850000 1.95507 110278930 1.32692
TodoList2 FIND 875000 2.07773 116940382 1.36394
TodoList2 FIND 900000 2.07613 116504787 1.3184
TodoList2 FIND 925000 2.22373 115621692 1.27044
TodoList2 FIND 950000 2.23879 124161798 1.32581
TodoList2 FIND 975000 2.39488 128959445 1.33922
TodoList2 FIND 1000000 2.35795 133318116 1.34738
TodoList2 FIND 1025000 2.51029 127459965 1.25451
TodoList2 FIND 1050000 2.51477 136350228 1.30775
TodoList2 FIND 1075000 2.64607 136735213 1.27871
TodoList2 FIND 1100000 2.68293 146468849 1.33643
TodoList2 FIND 1125000 2.83046 155008024 1.38062
TodoList2 FIND 1150000 2.94597 148627806 1.29302
TodoList2 FIND 1175000 3.01438 160886455 1.36773
TodoList2 FIND 1200000 3.10248 153762134 1.27799
TodoList2 FIND 1225000 3.20387 158172294 1.28596
TodoList2 FIND 1250000 3.24465 170904117 1.35964
TodoList2 FIND 1275000 3.38094 176867547 1.37754
TodoList2 FIND 1300000 3.42226 176622186 1.34735
TodoList2 FIND 1325000 3.59461 177816557 1.32899
TodoList2 FIND 1350000 3.4755 181332675 1.32842
TodoList2 FIND 1375000 3.66245 186886939 1.34248
TodoList2 FIND 1400000 3.80303 190435766 1.34181
TodoList2 FIND 1425000 3.89501 193925847 1.34072
TodoList2 FIND 1450000 3.89897 196810796 1.3356
TodoList2 FIND 1475000 4.07498 201978291 1.34577
TodoList2 FIND 1500000 3.85827 198992457 1.30225
TodoList2 FIND 1525000 3.98439 206563101 1.32805
TodoList2 FIND 1550000 4.19616 199615606 1.26123
TodoList2 FIND 1575000 4.39815 206858296 1.28478
TodoList2 FIND 1600000 4.42195 216177129 1.32023
TodoList2 FIND 1625000 4.48184 218107595 1.31013
TodoList2 FIND 1650000 4.62134 220495186 1.30293
TodoList2 FIND 1675000 4.49047 214240815 1.2458
TodoList2 FIND 1700000 4.60257 220860146 1.26411
TodoList2 FIND 1725000 4.86451 241003393 1.35799
TodoList2 FIND 1750000 4.8246 242945172 1.34799
TodoList2 FIND 1775000 4.97619 239337922 1.30803
TodoList2 FIND 1800000 5.17477 242767208 1.30705
TodoList2 FIND 1825000 5.33167 233397344 1.23817
TodoList2 FIND 1850000 5.28227 237136305 1.23985
TodoList2 FIND 1875000 5.97609 256546143 1.32216
TodoList2 FIND 1900000 5.49585 268591363 1.3648
TodoList2 FIND 1925000 5.61322 258265575 1.29412
TodoList2 FIND 1950000 5.6886 279903230 1.38334
TodoList2 FIND 1975000 6.01486 274923163 1.3403
TodoList2 FIND 2000000 6.12097 278989499 1.34197
